date,title,link,abstract,paragraphs
21.04.2020,C. Kesavan,https://en.wikipedia.org/wiki/C._Kesavan,"C. Kesavan (23 May 1891 – 7 July 1969) was the Chief Minister of Travancore-Cochin during 1950–1952.He was born in 1891 in the village of Mayyanad, near Kollam in the then princely state of Travancore.","['C. Kesavan (23 May 1891 – 7 July 1969) was the Chief Minister of Travancore-Cochin during 1950–1952.He was born in 1891 in the village of Mayyanad, near Kollam in the then princely state of Travancore.', 'For some time he worked as a teacher and then took a law degree from Thiruvananthapuram and started practice in Kollam.', 'Kesavan was influenced by the work of Padmanabhan Palpu, the social reform campaigner who was a member of the backward Ezhava community and a founder of the Sree Narayana Dharma Paripalana association where he later rose to the general secretary post.', 'He became an activist for the Ezhava caste, seeking an improved socio-economic position for them, and in the 1930s he suggested that they should abandon Hinduism.', 'Thus he was an atheist.', 'C. Kesavan was influenced by the teachings of Sree Narayana Guru, Gandhiji and Karl Marx.', 'He worked for temperance and eradication of untouchability and served as General Secretary of SNDP Yogam.', 'From 1933, C. Kesavan was one of the prominent leaders of Abstention movement or Nivarthana Prakshobham in Travancore of present day Kerala.', 'Because of a speech he made at a public meeting in Kozhencherry he was arrested on June 7, 1935, tried for sedition, and sentenced to two years imprisonment.', 'In\nKesavan took an active part in organizing Travancore State Congress and became a member of its working Committee.', 'During the agitation for responsible government in Travancore, he was arrested several times.', 'During Quit India Movement in 1942, Kesavan was sentenced to one year simple imprisonment and was released on July 19, 1943.', 'After Independence, Kesavan was elected to Travancore Assembly and became a member of the first cabinet headed by Pattom Thanu Pillai, but resigned after few months.', 'Kesavan became Chief Minister of the erstwhile Travancore-Cochin (Thiruvithamkoor-Kochi) state in 1951 and was elected to State Assembly in 1952.', 'C. Kesavan was considered to be one of the Triumvirate of Travancore (Thiruvithaamkoor) State Congress leadership, the other two being Pattom A. Thanu Pillai and T.M.', 'Varghese.', 'Kesavan wrote an incomplete autobiography, Jeevitha-Samaram, consisting of two volumes that described his life up to the time of his political prominence.', 'A third volume was planned to cover that later period but was unwritten at the time of his death.', 'The work combined the story of his own life with a wider narrative concerning the plight of the Ezhava caste of which he was a member.', 'Udaya Kumar says that his ""early memories are tinged with two lines of injustice: the discrimination he suffered as an Ezhava boy on the streets and other public places, where he was forced to defer to upper-caste people, and the unjust exercise of authority by the elders and the upper sub-divisions within the Ezhava caste"".', ""The Kollam Corporation Town Hall was named the C. Kesavan Memorial Municipal Town Hall in Kesavan's memory."", 'It is a decades-old building situated on the National Highway passing through the Kollam Cantonment.', 'The building is now one of the main venues for several cultural events and meetings.', 'He was instrumental in the starting of Medical College at Thiruvananthapuram.', 'His presence is recorded in the batch photo of first batch of doctors from the Government Medical College, Thiruvananthapuram.', 'He has also worked for establishing a Govt Hospital in his home town Mayyanad.', 'Which functioned well in its helm days and later shrinked to a health center.']"
21.04.2020,C. H. Mohammed Koya,https://en.wikipedia.org/wiki/C._H._Mohammed_Koya,"C. H. Mohammad Koya (15 July 1927 – 28 September 1983), known as C. H., full name Cheriyan Kandi Muhammad Koya, was an Indian politician and journalist who served as the eighth Chief Minister of Kerala from October 12 to December 1, 1979.","['C. H. Mohammad Koya (15 July 1927 – 28 September 1983), known as C. H., full name Cheriyan Kandi Muhammad Koya, was an Indian politician and journalist who served as the eighth Chief Minister of Kerala from October 12 to December 1, 1979.', 'A long time Secretary of the Indian Union Muslim League, he is the only Muslim to be chosen as the Chief Minister of Kerala.', 'As the Minister of Education (Kerala), from 1967 to 1977, C. H. championed the progress of the education of Muslim community in Kerala.C.', 'H. was first elected to Kerala Legislative Assembly in the famous 1957 elections.', 'He went on to hold several key Kerala Cabinet Posts (Deputy Chief Minister, Minister for Education, Home Affairs Minister, and Minister for Finance) under a number of Chief Ministers (E. M. S. Namboodiripad, C. Achutha Menon, K. Karunakaran, A. K. Antony, and P. K. Vasudevan Nair) in the following decades.', 'In 1962 (1962 - 67) and in 1973 (1973-77), he was elected to the Parliament of India.', 'He was a Member in Kerala University Senate and served as Chairman, Governing Body, REC, Calicut.C.', 'H. was born in 1927 at Atholi, in northern Kerala, to Payampunathil Ali Musliyar and Mariyumma.', ""He co-founded the Muslim Students Federation, or the M. S. F., while a school student  in Calicut Zamorin's College."", 'He helped to receive Liaquat Ali Khan in 1945.', 'C. H. joined the Chandrika newspaper, the official organ the Muslim League, in 1946.', 'Though only having Intermediate education, C. H. worked his way from Sub-Editor to the Editor of Chandrika by 1949.C.', 'H., who suffered from various health problems like diabetes and hypertension, died suddenly of a massive brain hemorrhage at the State Institute of Medical Sciences in Hyderabad on 28 September, 1983, while serving as Deputy Chief Minister of Kerala.', 'He was aged just 56 at the time of his death.', 'His body was later taken to his native place, and was buried with full state honours.1 He was survived by his mother, wife, three children - two daughters and a son, M. K. Muneer, who later became a noted politician on his own right, and went on to serve as a minister in A. K. Antony and Oommen Chandy ministries.']"
21.04.2020,P. K. Kunhalikutty,https://en.wikipedia.org/wiki/P._K._Kunhalikutty,P. K. Kunhalikutty (born 1 January 1951 as Pandikkadavath Kunhalikutty) is an Indian politician and social worker who serves as Member of Parliament from Malappuram Parliament Constituency of the Indian state Kerala.,"['P. K. Kunhalikutty (born 1 January 1951 as Pandikkadavath Kunhalikutty) is an Indian politician and social worker who serves as Member of Parliament from Malappuram Parliament Constituency of the Indian state Kerala.', 'He also serves as National General Secretary, Indian Union Muslim League (IUML) from 2007.', 'He is a member of Standing Committee on Railways, Government of India.Kunhalikutty was born at Oorakam in Madras State in 1951.', 'He entered politics through Muslim Students Federation, the student wing of Indian Union Muslim League.', 'He served as Secretary, Farook College Students Union, Kozhikode.', 'He subsequently served as Chairman, Malappuram Municipality - at the age of 29 - in 1980.Kunhalikutty was elected to the Kerala state Legislative Assembly for the first time from the Malappuram Constituency in 1982.', 'He went on to become Member, Kerala Legislative Assembly for seven times between 1982 and 2016.', 'He also served as Minister for Industries in several Kerala Legislative Assemblies (under Congress leaders K. Karunakaran, A. K. Antony and Oommen Chandy).', 'Kunhalikutty served as General Secretary, Kerala State, Indian Union Muslim League from 2003 - 2006 and 2007 to 2011.Kunhalikutty is popularly known as ""Kunjappa"" among his supporters.', 'He is known for his deep ""bonding"" to United Democratic Front, the decades-old Congress-lead pre-poll alliance in Kerala.', 'As per Malayala Manorama daily, ""the persuasive charm"" of Kunhalikutty is widely respected by his political peers and rivals.', 'He is also known for his ""vast experience in crafting strategic moves"", and having ""weathered many a storm in his political career"".', 'The Outlook magazine once described Kunhalikutty as ""Indian Union Muslim League\'s backbone in Kerala politics.""']"
21.04.2020,K. M. Mani,https://en.wikipedia.org/wiki/K._M._Mani,"Karingozhakkal Mani Mani (30 January 1933 – 9 April 2019) was a veteran Indian politician and the chairman of Kerala Congress (M), one of the main factions of Kerala Congress, a party born in the  Travancore or Central South Kerala region which focussed well being of Farmers.","['Karingozhakkal Mani Mani (30 January 1933 – 9 April 2019) was a veteran Indian politician and the chairman of Kerala Congress (M), one of the main factions of Kerala Congress, a party born in the  Travancore or Central South Kerala region which focussed well being of Farmers.', 'He holds the records of having presented the maximum number of budgets (thirteen) in the Kerala Legislative Assembly as Finance Minister and also as the longest-serving member of Kerala Assembly.', 'He holds the distinction of having been the longest-serving minister in the Government of Kerala to date and for having continuously represented Pala legislative constituency since its inception in 1965 until his death in 2019.', 'His theory of the toiling working class is popular.Pala was everything for him.When elected people find it difficult to win consecutively for 2 times ,he won from Pala continuously emerged victorious from Pala for almost 60 years.His Major contribution was initiation of KARUNYA LOTTERY which gave poor people free treatment cost from lottery revenue.He stopped all other state lotteries like Sikkim Bhutan lotteries which were a big ground of corruption during LDF rule.He was even invited to British Parliament for presenting his theories.', ""Based on Kerala High court's comments on Mani's involvement in Kerala BAR license scam and bribery case, he had to resign from the post of Finance minister of Kerala on 10 November 2015."", 'He died on 9 April 2019 in Lakeshore Hospital Kochi due to Chronic Obstructive Pulmonary Disease or COPD.']"
21.04.2020,Narendra Modi,https://en.wikipedia.org/wiki/Narendra_Modi,Narendra Damodardas Modi (Gujarati pronunciation: [ˈnəɾendrə dɑmodəɾˈdɑs ˈmodiː] (listen); born 17 September 1950) is an Indian politician serving as the 14th and current Prime Minister of India since 2014.,"['Narendra Damodardas Modi (Gujarati pronunciation: [ˈnəɾendrə dɑmodəɾˈdɑs ˈmodiː] (listen); born 17 September 1950) is an Indian politician serving as the 14th and current Prime Minister of India since 2014.', 'He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.', 'Modi is a member of the Bharatiya Janata Party (BJP) and of the Rashtriya Swayamsevak Sangh (RSS), a Hindu nationalist volunteer organisation.', 'He is the first prime minister outside of the Indian National Congress to win two consecutive terms with a full majority and the second to complete five years in office after Atal Bihari Vajpayee.Born to a Gujarati family in Vadnagar, Modi helped his father sell tea as a child and has said he later ran his own stall.', 'He was introduced to the RSS at the age of eight, beginning a long association with the organisation.', 'Modi left home after finishing high-school in part due to an arranged marriage to Jashodaben Chimanlal, which he abandoned and publicly acknowledged only many decades later.', 'Modi travelled around India for two years and visited a number of religious centres before returning to Gujarat.', 'In 1971 he became a full-time worker for the RSS.', 'During the state of emergency imposed across the country in 1975, Modi was forced to go into hiding.', 'The RSS assigned him to the BJP in 1985 and he held several positions within the party hierarchy until 2001, rising to the rank of general secretary.', ""Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patel's failing health and poor public image following the earthquake in Bhuj."", 'Modi was elected to the legislative assembly soon after.', 'His administration has been considered complicit in the 2002 Gujarat riots or otherwise criticised for its handling of it.', 'A Supreme Court-appointed Special Investigation Team found no evidence to initiate prosecution proceedings against Modi personally.', 'His policies as chief minister, credited with encouraging economic growth, have received praise.', 'His administration has been criticised for failing to significantly improve health, poverty and education indices in the state.Modi led the BJP in the 2014 general election which gave the party a majority in the Indian lower house of parliament, the Lok Sabha, the first time for any single party since 1984.', ""Modi's administration has tried to raise foreign direct investment in the Indian economy and reduced spending on healthcare and social welfare programmes."", 'Modi has attempted to improve efficiency in the bureaucracy; he has centralised power by abolishing the Planning Commission.', 'He began a high-profile sanitation campaign and weakened or abolished environmental and labour laws.', 'He initiated a controversial demonetisation of high-denomination banknotes.', ""Following his party's victory in the 2019 general election, his administration revoked the special status of Jammu and Kashmir."", 'His administration also introduced the Citizenship Amendment Act, which resulted in widespread protests across the country.', 'Described as engineering a political realignment towards right-wing politics, Modi remains a figure of controversy domestically and internationally over his Hindu nationalist beliefs and his role during the 2002 Gujarat riots, cited as evidence of an exclusionary social agenda.']"
21.04.2020,Ram Nath Kovind,https://en.wikipedia.org/wiki/Ram_Nath_Kovind,"Ram Nath Kovind (born 1 October 1945) is an Indian politician serving as the 14th President of India, in office since 25 July 2017.","['Ram Nath Kovind (born 1 October 1945) is an Indian politician serving as the 14th President of India, in office since 25 July 2017.', 'Previously he had served as the Governor of Bihar from 2015 to 2017 and was a Member of Parliament, Rajya Sabha from 1994 to 2006.', 'Kovind was nominated as a presidential candidate by the ruling NDA coalition and won the 2017 presidential election.Before entering politics, he was a lawyer for 16 years and practised in the Delhi High Court and the Supreme Court until 1993.']"
21.04.2020,Pranab Mukherjee,https://en.wikipedia.org/wiki/Pranab_Mukherjee,Pranab Mukherjee (born 11 December 1935) is an Indian politician who served as the 13th President of India from 2012 until 2017.,"['Pranab Mukherjee (born 11 December 1935) is an Indian politician who served as the 13th President of India from 2012 until 2017.', 'In a political career spanning five decades, Mukherjee has been a senior leader in the Indian National Congress and has occupied several ministerial portfolios in the Government of India.', 'Prior to his election as President, Mukherjee was Union Finance Minister from 2009 to 2012.', ""He was awarded India's highest civilian honour, the Bharat Ratna in 2019 by the President of India, Ram Nath Kovind."", 'Mukherjee got his break in politics in 1969 when the Then-Prime Minister Indira Gandhi helped him get elected to the Rajya Sabha, the upper house of Parliament of India, on a Congress ticket.', ""Following a meteoric rise, he became one of Gandhi's most trusted lieutenants and a minister in her cabinet in 1973."", 'During the controversial Internal Emergency of 1975–77, he was accused (like several other Congress leaders) of committing gross excesses.', ""Mukherjee's service in a number of ministerial capacities culminated in his first stint as Finance Minister of India in 1982–84."", 'He was also the Leader of the House in the Rajya Sabha from 1980 to 1985.', ""Mukherjee was sidelined from the Congress during the premiership of Rajiv Gandhi (Indira Gandhi's son)."", 'Mukherjee had viewed himself and not the inexperienced Rajiv, as the rightful successor to Indira following her assassination in 1984.', 'Mukherjee lost out in the ensuing power struggle.', 'He formed his own party, the Rashtriya Samajwadi Congress, which merged with the Congress in 1989 after reaching a consensus with Rajiv Gandhi.', ""After Rajiv Gandhi's assassination in 1991, Mukherjee's political career revived when Prime Minister P. V. Narasimha Rao appointed him Planning Commission head in 1991 and foreign minister in 1995."", ""Following this, as elder statesman of the Congress, Mukherjee was the principal and architect of Sonia Gandhi's ascension to the party's presidency in 1998."", 'When the Congress-led United Progressive Alliance (UPA) came into power in 2004, Mukherjee won a Lok Sabha seat (the popularly elected lower house of Parliament) seat for the first time.', ""From then until his resignation in 2012, Mukherjee was practically number-two in Prime Minister Manmohan Singh's government."", 'He held a number of key cabinet portfolios—Defence (2004–06), External Affairs (2006–09) and Finance (2009–12)—apart from heading several Groups of Ministers (GoMs) and being Leader of the House in the Lok Sabha.', ""After securing the UPA's nomination for the country's presidency in July 2012, Mukherjee comfortably defeated P. A. Sangma in the race to Rashtrapati Bhavan, winning 70 percent of the electoral-college vote."", 'In 2017, Mukherjee decided not to run for re-election and to retire from politics after leaving the presidency due to ""health complications relating to old age"".', 'His term expired on 25 July 2017.', 'He was succeeded as President by Ram Nath Kovind.', 'In June 2018 Mukherjee became first former President of India to address a Rashtriya Swayamsevak Sangh (RSS) event.']"
21.04.2020,Venkaiah Naidu,https://en.wikipedia.org/wiki/Venkaiah_Naidu,"Muppavarapu Venkaiah Naidu (born 1 July 1949) is an Indian politician and  the current Vice President of India and the Chairman of the Rajya Sabha, in office since 11 August 2017.","['Muppavarapu Venkaiah Naidu (born 1 July 1949) is an Indian politician and  the current Vice President of India and the Chairman of the Rajya Sabha, in office since 11 August 2017.', 'Previously, he served as the Minister of Housing and Urban Poverty Alleviation, Urban Development and Information and Broadcasting in the Modi Cabinet.', 'A prominent leader of the Bharatiya Janata Party, he also served as its national president from 2002 to 2004.', 'Earlier, he was the Union Cabinet Minister for Rural Development in the Atal Bihari Vajpayee government.', 'He took the oath as Vice-President of India and the Chairman of Rajya Sabha on 11 August 2017.', 'He served as President of the Indian Institute of Public Administration, Chancellor of Panjab University, Delhi University, Pondicherry University and the President of the Indian Council of World Affairs in his capacity as Vice President.']"
21.04.2020,Manmohan Singh,https://en.wikipedia.org/wiki/Manmohan_Singh,"Manmohan Singh (Punjabi: [mənˈmoːɦən ˈsɪ́ŋɡ] (listen); born 26 September 1932) is an Indian economist, academic, and politician who served as the 13th Prime Minister of India from 2004 to 2014.","['Manmohan Singh (Punjabi: [mənˈmoːɦən ˈsɪ́ŋɡ] (listen); born 26 September 1932) is an Indian economist, academic, and politician who served as the 13th Prime Minister of India from 2004 to 2014.', 'The first Sikh in office, Singh was also the first prime minister since Jawaharlal Nehru to be re-elected after completing a full five-year term.', ""Born in Gah (now in Punjab, Pakistan), Singh's family migrated to India during its partition in 1947."", 'After obtaining his doctorate in economics from Oxford, Singh worked for the United Nations during 1966–69.', 'He subsequently began his bureaucratic career when Lalit Narayan Mishra hired him as an advisor in the Ministry of Commerce and Industry.', 'During the 1970s and 1980s, Singh held several key posts in the Government of India, such as Chief Economic Advisor (1972–76), governor of the Reserve Bank (1982–85) and head of the Planning Commission (1985–87).', 'In 1991, as India faced a severe economic crisis, newly elected Prime Minister P. V. Narasimha Rao surprisingly inducted the apolitical Singh into his cabinet as Finance Minister.', ""Over the next few years, despite strong opposition, he as a Finance Minister carried out several structural reforms that liberalised India's economy."", ""Although these measures proved successful in averting the crisis, and enhanced Singh's reputation globally as a leading reform-minded economist, the incumbent Congress party fared poorly in the 1996 general election."", 'Subsequently, Singh served as Leader of the Opposition in the Rajya Sabha (the upper house of the Parliament of India) during the Atal Bihari Vajpayee government of 1998–2004.', 'In 2004, when the Congress-led United Progressive Alliance (UPA) came to power, its chairperson Sonia Gandhi unexpectedly relinquished the premiership to Manmohan Singh.', ""Singh's first ministry executed several key legislations and projects, including the Rural Health Mission, Unique Identification Authority, Rural Employment Guarantee scheme and Right to Information Act."", ""In 2008, opposition to a historic civil nuclear agreement with the United States nearly caused Singh's government to fall after Left Front parties withdrew their support."", ""Although India's economy grew rapidly under UPA I, its security was threatened by several terrorist incidents (including the 2008 Mumbai attacks) and the continuing Maoist insurgency."", 'The 2009 general election saw the UPA return with an increased mandate, with Singh retaining the office of Prime Minister.', ""Over the next few years, Singh's second ministry government faced a number of corruption charges—over the organisation of the 2010 Commonwealth Games, the 2G spectrum allocation case and the allocation of coal blocks."", 'After his term ended in 2014 he opted out from the race for the office of the Prime Minister of India during the 2014 Indian general election.', 'Singh was never a member of the Lok Sabha but served as a member of the Parliament of India, representing the state of Assam in the Rajya Sabha for five terms from 1991 to 2019.', 'In August 2019, Singh filed his nomination as a Congress candidate to the Rajya Sabha from Rajasthan after the death of sitting MP Madan Lal Saini.']"
21.04.2020,Atal Bihari Vajpayee,https://en.wikipedia.org/wiki/Atal_Bihari_Vajpayee,"Atal Bihari Vajpayee (Hindustani pronunciation: [əʈəl bɪhaːɾiː ʋaːdʒpai]; 25 December 1924 – 16 August 2018) was an Indian politician, statesman and poet.","['Atal Bihari Vajpayee (Hindustani pronunciation: [əʈəl bɪhaːɾiː ʋaːdʒpai]; 25 December 1924 – 16 August 2018) was an Indian politician, statesman and poet.', 'He served three terms as the Prime Minister of India, first for a term of 13 days in 1996, then for a period of 13 months from 1998 to 1999, followed by a full term from 1999 to 2004.', 'A member of the Bharatiya Janata Party (BJP), he was the first Indian prime minister not of the Indian National Congress party to have served a full five-year term in office.', 'He was a member of the Indian Parliament for over five decades, having been elected ten times to the Lok Sabha, the lower house, and twice to the Rajya Sabha, the upper house.', 'He served as the Member of Parliament for Lucknow, retiring from active politics in 2009 due to health concerns.', 'He was among the founding members of the Bharatiya Jana Sangh (BJS), of which he was president from 1968 to 1972.', 'The BJS merged with several other parties to form the Janata Party, which won the 1977 general election.', 'In March 1977, Vajpayee became the Minister of External Affairs in the cabinet of Prime Minister Morarji Desai.', 'He resigned in 1979, and the Janata alliance collapsed soon after.', 'Former members of the BJS formed the BJP in 1980, with Vajpayee its first president.', 'During his tenure as prime minister, India carried out the Pokhran-II nuclear tests in 1998.', 'Vajpayee sought to improve diplomatic relations with Pakistan, travelling to Lahore by bus to meet with Prime Minister Nawaz Sharif.', 'After the 1999 Kargil War with Pakistan, he sought to restore relations through engagement with President Pervez Musharraf, inviting him to India for a summit at Agra.', ""The administration of Narendra Modi declared in 2014 that Vajpayee's birthday, 25 December, would be marked as Good Governance Day."", ""In 2015, he was conferred India's highest civilian honour, the Bharat Ratna, by the President of India, Pranab Mukherjee."", 'He died on 16 August 2018 of age-related illness.']"
21.04.2020,A. P. J. Abdul Kalam,https://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam,Avul Pakir Jainulabdeen Abdul Kalam ( (listen); 15 October 1931 – 27 July 2015) was an aerospace scientist who served as the 11th President of India from 2002 to 2007.,"['Avul Pakir Jainulabdeen Abdul Kalam ( (listen); 15 October 1931 – 27 July 2015) was an aerospace scientist who served as the 11th President of India from 2002 to 2007.', 'He was born and raised in Rameswaram, Tamil Nadu and studied physics and aerospace engineering.', ""He spent the next four decades as a scientist and science administrator, mainly at the Defence Research and Development Organisation (DRDO) and Indian Space Research Organisation (ISRO) and was intimately involved in India's civilian space programme and military missile development efforts."", 'He thus came to be known as the Missile Man of India for his work on the development of ballistic missile and launch vehicle technology.', ""He also played a pivotal organisational, technical, and political role in India's Pokhran-II nuclear tests in 1998, the first since the original nuclear test by India in 1974.Kalam was elected as the 11th President of India in 2002 with the support of both the ruling Bharatiya Janata Party and the then-opposition Indian National Congress."", 'Widely referred to as the ""People\'s President"", he returned to his civilian life of education, writing and public service after a single term.', ""He was a recipient of several prestigious awards, including the Bharat Ratna, India's highest civilian honour."", 'While delivering a lecture at the Indian Institute of Management Shillong, Kalam collapsed and died from an apparent cardiac arrest on 27 July 2015, aged 83.', 'Thousands including national-level dignitaries attended the funeral ceremony held in his hometown of Rameshwaram, where he was buried with full state honours.']"
21.04.2020,Sushma Swaraj,https://en.wikipedia.org/wiki/Sushma_Swaraj,Sushma Swaraj  (pronunciation ) (née Sharma; 14 February 1952 – 6 August 2019) was an Indian politician and a Supreme Court lawyer.,"['Sushma Swaraj  (pronunciation ) (née Sharma; 14 February 1952 – 6 August 2019) was an Indian politician and a Supreme Court lawyer.', 'A senior leader of Bharatiya Janata Party, Swaraj served as the Minister of External Affairs of India in the first Narendra Modi government (2014–2019).', 'She was the second woman to hold the office, after Indira Gandhi.', 'She was elected seven times as a Member of Parliament and three times as a Member of the Legislative Assembly.', 'At the age of 25 in 1977, she became the youngest cabinet minister of Indian state of Haryana.', 'She also served as 5th Chief Minister of Delhi for a short duration in 1998 and became the First female Chief Minister of Delhi.In the 2014 Indian general election, she won the Vidisha constituency in Madhya Pradesh for a second term, retaining her seat by a margin of over 400,000 votes.', 'She became the Minister of External Affairs in the union cabinet on 26 May 2014.', 'Swaraj was called India\'s ""best-loved politician"" by the US daily Wall Street Journal.', 'She decided not to contest the 2019 Indian general election due to health reasons as she was recovering from a kidney transplant and needed to ""save herself from dust and stay safe from infection"" and hence did not join the second Modi Ministry in 2019.According to the doctors at AIIMS New Delhi, she succumbed to a cardiac arrest following a heart attack on the night of 6 August 2019.', ""She was awarded the  Padma Vibhushan, India's second highest civilan award posthumously in 2020 in the field of Public Affairs.""]"
21.04.2020,K. R. Narayanan,https://en.wikipedia.org/wiki/K._R._Narayanan,"Kocheril Raman Narayanan (listen ); (4 February 1921 – 9 November 2005) was the tenth President of India and ninth Vice President of IndiaBorn in Perumthanam, Uzhavoor village, in the princely state of Travancore (present day Kottayam district, Kerala), and after a brief stint with journalism and then studying political science at the London School of Economics with the assistance of a scholarship, Narayanan began his career in India as a member of the Indian Foreign Service in the Nehru administration.","['Kocheril Raman Narayanan (listen ); (4 February 1921 – 9 November 2005) was the tenth President of India and ninth Vice President of IndiaBorn in Perumthanam, Uzhavoor village, in the princely state of Travancore (present day Kottayam district, Kerala), and after a brief stint with journalism and then studying political science at the London School of Economics with the assistance of a scholarship, Narayanan began his career in India as a member of the Indian Foreign Service in the Nehru administration.', 'He served as ambassador to Japan, United Kingdom, Thailand, Turkey, People\'s Republic of China and United States of America and was referred to by Nehru as ""the best diplomat of the country"".', ""He entered politics at Indira Gandhi's request and won three successive general elections to the Lok Sabha and served as a Minister of State in the Union Cabinet under former Prime Minister Rajiv Gandhi."", 'Elected as the ninth Vice President in 1992, Narayanan went on to become President in 1997.', 'He was the first member of the Dalit community to hold the post.', 'Narayanan is regarded as an independent and assertive President who set several precedents and enlarged the scope of the highest constitutional office.', 'He described himself as a ""working President"" who worked ""within the four corners of the Constitution""; something midway between an ""executive President"" who has direct power and a ""rubber-stamp President"" who endorses government decisions without question or deliberation.', ""He used his discretionary powers as a President and deviated from convention and precedent in many situations, including –  but not limited to – the  appointment of the Prime Minister in a hung Parliament, in dismissing a state government and imposing President's rule there at the suggestion of the Union Cabinet, and during the Kargil conflict."", ""He  presided over the golden jubilee celebrations of Indian independence and in the country's general election of 1998, he became the first Indian President to vote when in office, setting another new precedent.""]"
21.04.2020,L. K. Advani,https://en.wikipedia.org/wiki/L._K._Advani,Lal Krishna Advani (born 8 November 1927) is an Indian politician who served as the 7th Deputy Prime Minister of India from 2002 to 2004 under Atal Bihari Vajpayee.,"['Lal Krishna Advani (born 8 November 1927) is an Indian politician who served as the 7th Deputy Prime Minister of India from 2002 to 2004 under Atal Bihari Vajpayee.', 'He is one of the co-founders and a senior leader of the Bharatiya Janata Party.', 'Advani also served as Minister of Home Affairs in the BJP-led National Democratic Alliance government from 1998 to 2004.', 'He was the Leader of the Opposition in the 10th Lok Sabha and 14th Lok Sabha.', 'He was the National Democratic Alliance prime ministerial candidate in the 2009 general elections.', 'Advani began his political career as a volunteer of Rashtriya Swayamsevak Sangh, a right-wing nationalist organisation.', ""In\n2015 he was awarded the Padma Vibhushan, India's second highest civilian honour.""]"
21.04.2020,Rahul Gandhi,https://en.wikipedia.org/wiki/Rahul_Gandhi,Rahul Gandhi (pronunciation  [ˈraːɦʊl ˈɡaːnd̪ʱiː]) (born 19 June 1970) is an Indian politician who was the President of the Indian National Congress from 16 December 2017 to 3 July 2019.,"['Rahul Gandhi (pronunciation  [ˈraːɦʊl ˈɡaːnd̪ʱiː]) (born 19 June 1970) is an Indian politician who was the President of the Indian National Congress from 16 December 2017 to 3 July 2019.', 'He hails from a long line of politicians, known as the Nehru-Gandhi family, which has occupied a prominent place in the politics of India ever since the country gained independence in 1947.', 'His great-grandfather Jawaharlal Nehru, was the first prime minister of India and also the longest-serving Prime Minister of India having served for a total of seventeen years.', ""Gandhi's grandmother, Indira, was the first female Prime Minister of India and his father, Rajiv, was the youngest prime minister of India to be sworn in to office."", 'The son of Sonia and Rajiv, he is the chairperson of the Indian Youth Congress and the National Students Union of India.', 'A member of the Indian Parliament, Gandhi represents the constituency of Wayanad, Kerala in the 17th Lok Sabha.Rahul Gandhi stayed away from the public sphere for much of his childhood and early youth; he attained primary education in New Delhi and Dehradun but was later homeschooled because of security concerns.', 'He later attended Rollins College under a pseudonym, his identity being known only to a select few individuals, which included certain university officials and security agencies.', 'After obtaining degrees in International Relations and Development Studies at the universities of Rollins and Cambridge, Gandhi worked at the Monitor Group, a management consulting firm in London.', 'He established the Mumbai-based technology outsourcing firm, Backops Services Private Ltd.\nRahul Gandhi entered politics in 2004 and successfully contested the general elections held that year from Amethi, a seat that was earlier held by his father; he won again from the constituency in 2009 and 2014.', 'Amidst calls from Congress party veterans for his greater involvement in party politics and national government, Gandhi was elected Congress Vice-President in 2013, having served as the General Secretary previously.', ""Rahul Gandhi led the INC's campaign in the 2014 Indian general elections; the party suffered its worst electoral result in its history, winning only 44 seats compared to 206 seats won previously in the 2009 general election."", 'Rahul Gandhi took over as the president of the Congress in December 2017.', 'He is also a trustee of Rajiv Gandhi Foundation and Rajiv Gandhi Charitable Trust.']"
21.04.2020,"Walter Guinness, 1st Baron Moyne","https://en.wikipedia.org/wiki/Walter_Guinness,_1st_Baron_Moyne","Walter Edward Guinness, 1st Baron Moyne, DSO & Bar, PC (29 March 1880 – 6 November 1944) was an Anglo-Irish politician and businessman.","['Walter Edward Guinness, 1st Baron Moyne, DSO & Bar, PC (29 March 1880 – 6 November 1944) was an Anglo-Irish politician and businessman.', 'He served as the British minister of state in the Middle East until November 1944, when he was assassinated by the Jewish terrorist group Lehi.', 'The assassination of Lord Moyne sent shock waves through Palestine and the rest of the world.']"
